LIMIT_BAL,AGE,EDUCATION,MARRIAGE,SEX,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
536981,42,1,1,1,0,7,1,0,2,4,119559,660025,67616,912567,65669,410953,39719,60464,41537,23215,81767,46610,1
891691,67,4,1,1,7,-1,1,9,3,5,361500,781796,799571,746302,-41371,820717,87803,35755,78763,21749,81147,39555,1
777595,39,3,2,1,6,7,6,1,-2,4,857686,421373,895549,658057,374925,87186,34690,52206,14251,14124,63322,84632,1
210235,57,1,3,2,6,-2,4,-1,9,1,640059,644001,38755,26290,312649,759387,55710,38633,26436,29958,66151,48532,0
35939,74,4,2,1,3,9,9,1,2,8,637036,383176,790552,-70336,144376,632352,5183,49971,84176,26001,4188,66141,1
976429,23,1,3,2,1,1,5,5,9,9,256424,645681,490358,708645,734859,308197,46696,41054,11893,29370,48193,17569,1
970445,34,2,2,2,5,7,1,-1,6,6,973557,714411,344775,479097,796383,178927,4069,97225,63009,36584,83818,69168,0
162906,43,4,1,1,2,8,8,1,9,-1,776087,710009,326574,153376,156821,200051,25927,34988,9759,68173,9710,8945,1
552335,44,3,1,1,0,-1,0,5,8,2,119965,459668,50272,713401,252356,733634,90113,26083,96853,20273,89103,52006,0
298249,20,3,3,1,8,7,-2,4,3,-1,801688,167348,813252,252932,611594,40617,23170,27378,52662,27537,89853,70900,1
85766,26,2,2,1,5,8,6,6,6,0,540348,990735,351095,501576,826394,484902,17838,20392,16104,87517,1439,689,0
418923,76,1,3,2,9,6,6,-1,9,-1,390127,305796,-27893,-22918,357588,-2608,23935,66497,697,34567,56906,57707,1
425192,50,1,1,2,3,-1,-1,1,1,5,565299,610625,406432,-62181,472999,945321,78174,52238,274,35184,20991,14102,0
578550,31,3,3,1,2,8,1,6,-1,7,166200,707554,685708,280527,361917,989507,4282,83275,68237,89591,17507,3863,0
397261,61,1,2,1,-2,6,1,3,6,3,386258,26540,470872,398637,853783,978203,21513,2567,17068,73593,78175,37670,0
820208,24,4,3,2,0,-2,9,6,1,2,58415,111961,859397,33939,320615,560178,3055,72549,47825,71930,37281,62658,0
695440,63,4,2,2,4,4,-2,6,8,2,620761,-48872,815408,638148,132220,853407,35737,96337,98274,69044,75091,88628,0
662664,69,3,2,1,0,3,9,4,-1,6,331512,-13206,313879,766484,572653,463312,39286,89946,43782,53282,87069,31711,0
994346,61,4,1,2,-2,3,-1,4,-2,-1,44510,252065,164477,7231,-33597,655975,3841,16514,4655,42160,97109,71439,1
464589,57,3,2,2,5,-1,5,5,-1,-2,418838,272513,700617,972338,-57236,-32877,66829,87211,82317,21693,12826,14514,0
147848,79,1,2,2,4,-2,3,-1,2,3,223439,321611,-2204,212263,29485,672846,39937,33629,31611,58754,41958,81246,1
627075,31,1,2,1,2,7,-2,7,0,5,975072,533636,965960,744706,794650,226978,52029,54682,11467,81310,59854,95362,0
137948,58,1,3,1,9,5,4,9,3,5,219392,142210,125276,-87664,549839,742976,64570,60942,80632,99222,2406,76016,1
589304,37,2,1,2,7,5,8,4,1,3,916947,206036,717377,1517,883896,-22180,60945,19123,68496,31075,3664,60709,1
412690,21,3,3,1,2,-1,4,3,-1,0,573509,85870,16337,-29158,822887,567860,5512,70012,48771,36083,68668,49435,1
509046,29,4,3,2,3,1,3,4,4,0,655686,34531,656862,87524,340814,58914,54623,26085,83788,93549,8335,77542,1
461269,34,1,1,2,4,1,8,3,9,-1,980107,880823,983102,288190,138381,740987,87034,85105,28253,18085,15808,90251,1
31959,49,2,3,1,0,-1,5,8,8,-1,330175,804460,574437,205879,886578,479668,18058,14391,11510,48540,49281,78959,1
670890,63,4,3,1,8,8,8,0,3,-1,871899,330095,785555,749980,696763,852430,35773,42954,13046,25470,29073,49132,1
760216,77,4,2,2,9,6,9,2,5,4,781519,822112,76576,810880,497393,516735,48020,46303,90493,90056,7693,7363,1
915533,36,4,3,1,9,9,2,0,7,7,477158,679297,712446,229015,370087,666252,65120,95366,84496,85572,46067,65630,0
800180,23,1,1,1,1,1,-1,3,2,6,144268,214335,262748,934216,-99769,33312,28256,59984,78506,29971,95924,89027,1
238576,26,4,3,1,-2,1,1,0,0,7,888964,896455,376109,252017,-97817,468477,23953,25800,19309,84411,50299,91594,1
547833,60,3,2,1,4,1,8,9,1,8,577827,506350,221602,16039,-24189,799279,39319,83229,97056,83435,66616,1026,1
924091,50,2,3,2,7,2,5,-1,2,4,321440,867632,60205,588210,837823,376472,53131,40689,90514,52718,83289,2007,1
993703,70,4,1,2,-1,7,5,8,2,9,-2368,-73598,898920,338745,287564,248135,9678,37793,7238,30609,49257,20441,0
175838,79,4,2,1,4,9,9,1,3,5,802184,85012,407616,226952,275042,498052,60543,88002,31684,90587,62128,17542,1
345674,78,3,3,2,3,9,2,6,6,9,561330,416684,514888,538257,43959,427308,30420,64121,73526,34298,55953,56711,0
889989,74,4,1,1,1,5,3,-2,1,9,99776,200070,6561,-8800,726066,593889,57583,71978,65226,49952,74170,98776,0
71087,58,1,1,1,8,1,6,5,4,2,304238,163680,492170,744305,678901,527589,16134,67629,77700,46269,72223,51288,0
603128,74,1,3,1,-1,0,7,2,4,-1,380492,637066,-39554,607601,569973,771122,72825,18030,51623,37621,60461,41924,0
128451,53,1,3,2,4,8,7,-1,3,5,19772,144592,995847,179464,862046,138120,67345,85113,44401,61408,96888,79822,0
457600,25,4,2,2,4,-2,7,6,-2,2,876550,307884,996519,103626,269035,394898,6229,9815,37634,45625,25924,61700,1
847437,69,2,3,2,2,-1,8,-1,6,6,391981,320740,991605,804824,442216,319360,28383,96941,93005,5283,45459,3152,0
449792,57,2,2,1,6,1,8,8,3,3,901804,64685,934201,215570,21294,233312,90174,32145,31197,48008,25708,47351,0
49353,64,4,3,2,0,6,-1,8,0,4,907006,722853,576600,138812,638839,933141,86308,63844,56887,6804,33841,54231,1
203075,77,2,1,2,6,-2,2,0,8,-2,576491,469708,976348,706435,202508,590877,67014,34982,26398,86111,65006,17401,1
224283,70,2,1,1,2,3,6,-2,-1,5,754284,642211,982063,471268,618455,-76485,76082,98960,95012,29018,115,61039,1
324877,53,4,1,1,-1,3,0,-2,9,4,504734,855454,969155,140238,590111,397822,84172,82214,62679,13805,41873,7974,1
75318,63,1,1,1,6,7,3,-1,9,4,657106,757679,528336,-20882,908999,895482,75452,51508,39761,47951,84757,58249,1
775313,34,4,2,1,-2,0,1,-1,0,4,177567,33987,952649,768473,842478,969609,75171,56014,54052,18347,60036,77091,1
492690,33,1,1,2,-2,7,1,3,8,4,382635,116058,638671,697152,636666,723483,30876,3529,90745,27422,34687,14626,1
426880,25,1,2,2,4,6,0,8,-2,8,850100,740943,441514,339593,-8748,634624,38186,12657,13848,48160,86724,95604,0
601460,69,2,2,1,0,7,7,5,0,-2,607709,352180,258922,366405,14361,882433,95615,34969,73020,40697,27952,39618,1
750976,56,2,2,1,5,0,-2,9,2,9,979105,66487,-19156,386590,858920,238342,48916,38375,13374,10523,57339,1260,0
791239,69,1,3,1,4,-2,9,1,1,6,941267,21797,611720,477212,242599,-40869,87617,93347,50795,1302,16672,53613,1
103264,51,1,2,1,8,-1,8,0,7,4,147473,548289,-90782,637776,-68778,-10774,14443,83611,71800,84535,18984,81207,0
780746,22,2,3,2,4,1,5,-1,-2,4,396847,869174,584407,438314,714720,131877,33180,52729,32186,6311,95111,63848,0
823168,22,3,2,1,-2,1,2,-2,2,8,727024,713322,833060,643046,742243,167043,65740,31219,71205,53269,10471,32552,1
235281,41,1,3,1,-2,-1,-1,5,0,9,222680,745535,710548,317138,110618,368561,30865,21378,21521,71666,82442,40281,0
647147,41,1,3,2,9,7,-2,4,7,-2,446929,-98610,514693,8457,560433,407977,93443,49561,71704,68473,30921,39946,1
908613,29,1,1,1,-1,3,-2,8,8,3,246630,721826,870105,278303,989576,948481,88311,47097,12020,9930,83614,13311,0
404070,70,2,2,1,-1,3,1,-1,4,7,181507,460815,-2135,343506,924938,53110,45934,91034,65500,46294,81386,66923,1
362228,22,4,3,1,8,0,1,9,7,5,448135,288711,380558,922764,704348,791359,91341,44656,68294,6201,75644,89482,1
441839,31,1,1,1,2,-2,3,4,8,2,444931,114175,837656,794036,632360,648298,69870,81598,64663,28310,78842,53323,1
279536,48,1,2,1,6,7,8,9,5,9,480464,462019,-50111,-56587,672900,995544,20989,94351,69412,55507,90455,93905,1
327824,67,1,1,2,4,6,4,3,2,9,-61306,373789,346852,32464,113499,437986,29231,73016,19928,28800,77490,74299,1
267426,36,4,3,2,-1,1,-2,5,7,-2,870616,639557,153331,739391,529873,638837,88839,32429,52114,72657,37726,42522,1
187789,26,4,1,2,2,6,7,3,5,2,248911,-68555,656534,349283,688473,827382,91666,2131,59756,5617,1085,62155,1
523153,32,1,1,2,2,2,-1,1,3,-1,-61385,665541,874941,311511,226515,994705,7038,30554,27640,10327,43156,82881,0
752452,75,1,2,1,5,4,0,5,3,-1,558250,696993,809057,301062,971330,794970,71984,70802,58623,37462,24524,99071,1
847291,21,3,3,1,6,0,6,-2,2,1,-85250,271047,454705,730804,610435,800352,74127,94971,97482,58215,96847,31767,1
135657,23,4,2,1,5,0,1,7,8,9,396168,569066,270116,89352,505326,681535,15076,25603,69331,47147,72076,38743,1
245167,29,3,2,1,-1,5,3,-2,7,8,924650,-8987,153116,277384,738022,159041,9781,48166,11320,56307,66498,39352,1
691669,58,1,1,1,1,-2,-1,1,3,1,158309,413938,644108,132360,154554,520644,84488,76009,71991,11935,95955,5656,0
490671,43,1,3,1,-1,5,8,-2,-2,7,875039,76437,-55726,90966,927960,518477,33449,73702,13318,37946,96683,89396,1
729094,36,1,2,2,3,5,-1,2,5,4,799475,321314,675246,-24566,554911,724497,93097,30906,60799,92829,18431,37087,1
80467,71,1,3,1,1,0,-1,8,2,6,833748,944931,172993,768799,828126,-55808,84661,74468,64304,79862,95949,7045,1
193734,25,2,2,1,4,-2,8,6,5,8,718947,590443,128631,771557,813283,321997,96501,28409,4476,49395,40834,68070,1
632794,38,2,1,2,-1,6,2,6,0,9,416006,390713,55543,723105,47234,540039,6340,2592,94361,14108,915,21732,0
119751,24,2,2,2,6,1,6,6,7,-1,535797,480340,601178,359610,960465,538100,18310,76224,7891,75480,74757,65250,1
391050,51,3,2,1,2,4,3,3,3,5,774844,946362,640752,729192,75265,51524,11825,53820,32727,48978,63747,26405,1
940192,29,4,2,2,-2,6,6,9,-2,5,673580,219062,349916,697952,9542,-82517,193,57921,69019,340,35350,19062,0
821774,28,1,3,2,9,0,3,-2,-2,8,625966,354557,-16108,246126,893147,125378,18370,34222,50356,22518,51204,62300,1
702517,46,4,1,1,8,2,6,7,1,5,812162,822788,357497,-77834,292269,983704,33937,73912,50641,74967,23691,39303,0
471079,32,2,3,1,0,7,2,2,9,6,260600,31579,304186,42736,818914,718261,61574,26347,91886,4901,80187,4743,0
378452,38,1,2,2,1,8,8,7,7,6,786066,924066,-1150,-43367,777945,687534,31213,6815,94455,97312,1375,55132,0
979587,40,1,1,2,0,0,9,-1,3,7,413677,885667,677185,-35162,-29429,26111,20469,27480,79388,51751,25948,78307,1
116081,43,3,3,2,3,2,-2,9,0,4,975505,48760,56186,812487,386861,923535,68023,64590,86930,61580,75883,97285,1
993237,57,4,2,2,3,8,3,-2,8,2,58787,904332,831719,334687,271965,956363,1157,12901,54621,36225,88460,77225,1
623333,23,3,1,2,7,-1,1,2,8,4,626495,720964,-63998,450082,465892,409800,29345,56161,51996,29248,98952,42476,1
568986,43,2,1,2,8,1,6,2,9,4,-71305,768910,256369,605633,954905,910976,4067,37554,41967,545,4936,10691,1
120078,78,4,2,1,4,9,3,-2,9,7,337258,608273,436925,274708,474413,-17413,9258,45901,68930,50195,21473,20127,1
877055,54,2,1,1,6,-1,-2,4,2,7,189776,177956,607087,280498,-27042,848264,23272,51948,88415,52992,12458,29450,0
32671,22,3,1,2,7,0,3,0,7,4,380018,-74575,935934,816233,-65091,-19251,19860,95273,39628,33469,64406,59037,1
428400,23,3,3,2,6,2,0,8,8,5,133123,-9911,893509,812182,163456,305398,3953,91814,81911,80625,81880,48489,0
365528,76,1,1,1,4,6,0,3,1,-1,633957,727395,687185,160593,988972,809125,76374,46589,56562,59987,67665,21254,1
969611,56,4,3,2,8,0,4,-1,7,1,217569,385036,476289,724038,-4787,768985,26619,59016,46542,73041,43305,82112,1
620490,59,4,3,1,-2,7,-1,6,9,9,-62394,175230,556512,387343,871409,525607,11392,2533,15954,41127,19376,73976,0
61663,67,1,3,2,0,3,6,-1,0,6,420571,962972,20904,126926,301994,44,38074,84654,71343,72157,5535,52293,1
25708,73,4,3,2,2,1,6,-1,6,1,233586,120332,366348,894513,656482,658310,31138,72950,96233,48529,24787,39750,1
888338,54,2,1,2,7,1,4,-2,1,-1,694151,279257,560095,536694,656240,-43878,81212,41871,55606,92188,14215,30005,1
321955,50,2,1,2,9,8,6,-2,7,4,-75279,171278,296601,773347,-69909,664781,71477,91368,67270,88289,69374,58175,1
143883,75,3,3,1,8,7,8,9,4,3,678088,554768,24396,974153,254672,752147,76713,2617,89899,35294,68372,75977,0
328394,63,2,1,1,3,7,3,1,2,1,433795,-35998,825867,237096,867781,29237,84485,628,23448,47836,3150,67145,1
122547,44,4,3,1,3,2,6,4,4,5,135437,573794,270569,987434,188336,984419,71349,41489,35279,4108,58688,36699,0
999586,59,1,3,1,2,8,7,1,2,3,-69993,-60030,699021,812371,368582,-43092,31099,73608,32037,89955,15350,38809,1
920681,32,3,3,2,3,4,-1,2,0,5,473747,703124,765276,-29603,-18473,451169,5035,90416,23476,21424,49229,54167,0
569042,23,1,2,1,6,8,2,3,3,1,743573,433903,79581,-27442,751478,775247,72378,54036,69268,79392,89388,39917,1
761102,65,3,1,1,-2,1,8,2,6,-1,683159,284375,198343,263998,682081,606438,14863,73746,52819,31328,77641,21791,0
772002,33,3,1,1,-2,5,3,2,9,9,736468,543749,917548,284539,530980,450232,68216,46207,51763,45489,85552,78229,0
152483,32,1,3,2,6,9,9,1,3,3,760785,269008,58392,359578,934032,565213,48699,21585,88968,44690,81456,91030,1
668271,46,2,1,2,5,6,3,6,1,6,385604,878288,887813,881965,859806,977673,89500,67117,70384,57087,73055,54568,1
994774,25,2,3,2,6,6,8,2,-2,9,275296,825089,861899,847780,181828,712005,94054,90128,45529,16687,51440,9234,0
224835,36,2,1,2,4,6,1,6,0,6,218245,88658,301679,231231,8763,910921,64105,60188,19584,69269,83946,82508,1
411896,55,2,3,2,7,-1,1,1,0,8,-45709,23560,729862,329433,51553,657734,38631,76827,76628,50163,71812,38925,0
94896,59,1,3,1,3,0,2,6,-1,6,947419,156088,222912,797444,698179,620814,53308,32616,65918,77463,23616,10737,1
487095,68,4,2,1,6,2,3,2,7,0,-21563,601698,841796,970525,117267,976298,75872,6787,4549,51744,42927,55498,1
81295,54,3,3,1,-1,9,9,5,-1,0,89118,795212,589007,-81922,290547,466395,36701,47051,60701,12225,69049,36136,1
753974,36,1,2,1,1,-2,5,-2,5,7,779232,603889,437295,823867,902482,186984,525,70387,40649,27974,44310,12589,0
897121,60,2,1,2,-1,1,9,1,5,0,722206,273983,440494,516859,490087,980804,39838,43011,8411,15901,5354,40871,1
283255,21,2,1,1,3,8,7,1,0,2,378414,784750,353148,612857,501127,-19072,73689,93668,83986,74915,99295,86690,0
309648,76,1,2,2,-2,2,-2,-1,1,2,-97105,771617,324871,700994,530813,515870,28342,47982,69494,81670,11374,29993,1
667162,32,3,1,2,4,6,5,0,2,2,8485,534612,-54032,902417,308075,725225,28163,15242,5032,32712,39722,5856,0
18155,71,1,2,1,4,5,-1,5,8,5,206953,748331,260743,396977,203731,888202,66467,8896,88767,70487,76079,45602,0
476872,21,1,1,1,4,-2,8,9,6,7,509443,883871,421542,360868,533104,866043,12364,89593,94906,72570,19979,62149,1
835816,71,4,2,1,1,9,4,5,2,9,7757,357962,315030,394844,251041,804337,40756,47920,98389,1066,48544,11363,1
384705,47,1,2,1,5,0,1,-2,8,5,973826,772120,734147,927036,122180,159506,71652,97187,47382,19323,25711,84343,0
581542,62,4,3,1,2,0,5,-1,3,5,152844,434846,564345,-53115,-55946,369345,33406,50538,7983,43434,86919,69129,1
818350,78,3,1,2,-1,8,3,1,4,6,30582,919989,647914,182042,623226,289178,65721,35385,40475,70076,28522,72135,1
620269,45,1,3,1,2,3,2,8,8,7,89742,22871,192120,509452,6514,953992,92731,84054,19871,26115,10580,91791,0
988217,41,1,2,2,9,1,7,3,-1,3,349423,320683,707779,366731,701962,171648,31491,93262,2168,96251,71788,2313,1
564594,66,2,3,2,7,1,7,0,1,-1,416514,578149,975369,935032,264263,797720,79241,39870,76132,45751,2912,72804,0
157718,62,1,2,1,6,-2,2,4,3,6,896879,566297,818784,381807,415862,731907,62953,1538,26133,14480,20431,6422,0
318987,74,2,1,2,7,9,1,0,1,3,523882,672356,458582,148501,234349,553214,62827,87710,12432,13644,29257,43185,0
655263,22,2,1,2,-2,7,0,5,2,-2,771789,420247,800135,280812,975407,382432,45287,18609,97462,29025,14865,49893,0
368745,54,2,1,2,8,9,0,3,0,9,730799,383837,258656,902658,725272,983445,55067,79072,27768,29410,62266,76723,1
117512,79,3,2,2,-1,8,0,5,-1,9,28344,-16392,129902,774493,388289,-62399,12993,39706,95839,80331,79649,45903,0
157443,77,4,3,2,7,1,4,4,-2,2,152226,493306,988338,843651,220696,54727,46682,92184,38954,36849,15758,72008,0
480587,31,2,1,1,5,-2,5,9,0,4,-9182,298467,615341,870589,738329,596540,35804,16358,83186,36628,71139,78971,1
383616,43,1,2,1,2,2,5,2,7,9,744864,832380,996125,109884,64797,461747,73477,36431,60797,74977,20820,6501,1
667409,24,1,3,1,9,0,-1,2,6,9,947430,610376,229798,54504,28811,276804,58902,80517,65063,60068,15811,35979,0
696976,39,2,2,2,6,7,0,0,-2,-2,263434,222158,276609,775721,604302,296049,19915,18057,87803,89679,99066,70811,1
375871,58,2,2,2,3,2,-1,1,5,4,660812,985402,344682,899092,569523,659546,73064,91902,99479,553,21472,4925,0
385037,58,1,1,1,5,0,3,5,2,8,86133,352870,885423,362343,464075,168196,6087,65528,18243,4571,64086,99229,0
817364,32,2,2,2,9,2,8,2,9,2,-20821,980735,797006,378970,525072,409515,16841,95636,11164,44020,43063,58525,0
127796,60,4,2,2,-2,1,0,6,1,2,746725,201610,980712,293847,235924,980160,53584,2943,77593,24389,72893,31866,1
301999,76,4,3,2,6,6,3,0,2,-1,30597,764611,871517,-70049,486520,-79069,34880,13289,46200,28275,6175,98353,0
202506,72,3,1,2,6,3,1,7,8,9,554779,873627,97811,806027,-77426,656323,23106,78869,67167,78503,74824,23378,1
708376,64,2,2,2,0,9,9,0,4,1,488392,375612,515653,140897,679344,126772,93052,14254,17077,25045,72836,1143,1
279544,31,3,2,1,-2,7,7,5,5,6,-55372,656698,235201,525851,445094,645602,16027,75592,39061,44715,804,72578,1
390002,32,3,3,1,5,-1,7,5,-1,9,144925,62596,-61439,764270,514692,611286,75241,34215,72766,95130,59095,80002,0
708002,75,3,2,2,5,-2,3,9,3,-1,656827,764610,192766,337615,168665,940832,82403,37422,31795,2796,34329,28643,0
549439,29,2,2,1,9,-2,0,4,1,6,854335,163955,122494,426719,762630,892000,57084,21714,90340,95201,30867,57482,1
978911,52,3,2,1,6,-2,2,3,5,5,533498,576286,505219,387330,250157,788484,48175,91340,71982,80585,26848,61305,0
600978,76,4,2,2,3,6,5,4,9,1,830672,793090,37813,828034,516119,256849,99225,50483,5553,78287,84143,15892,1
538787,59,3,2,1,6,2,0,4,1,9,986990,546281,675596,655268,191409,152139,66233,50646,5362,60081,18065,35756,1
540583,73,4,3,1,9,1,6,3,9,-1,833664,878160,540055,804368,325607,-57241,72024,99223,26581,59176,1377,20591,1
917317,35,4,2,2,7,7,6,6,0,3,943245,77722,365637,553308,786644,-44298,16737,49175,37302,49592,17093,88697,1
398215,64,2,2,1,6,2,4,2,2,4,298965,-25388,191771,223745,928992,335878,84930,88004,4264,50267,77139,19226,1
331184,54,3,2,2,9,6,5,2,1,-1,-43482,851594,827367,82818,833997,192361,78875,14204,97335,53579,52189,53606,1
808615,22,2,2,1,1,0,6,3,9,5,695316,505416,232515,148417,537564,966280,57846,57480,99837,2059,24954,45211,1
432515,75,4,1,1,8,0,-2,7,2,6,686353,757446,176189,101634,937293,984008,68892,59757,86294,81432,64653,61051,0
678234,24,1,1,1,2,9,4,8,6,2,398802,786912,489042,-25532,820138,73217,57190,37216,95651,81100,41927,46299,1
388480,45,3,1,1,3,-1,7,1,8,3,447720,544269,146933,759270,133829,38897,73652,26018,58720,97977,69211,18413,0
42711,30,2,1,2,3,5,0,7,0,3,126169,-18230,829315,4952,566208,717388,55955,91611,61112,54255,20877,47496,1
801971,26,1,3,2,7,4,3,7,-1,7,747837,843533,296454,759020,642941,952951,91660,35968,79320,17703,5657,35707,1
511157,72,3,1,1,-1,-1,6,6,-1,-1,807099,58763,350507,238162,423192,610226,64583,29104,67716,21921,15509,16149,0
194423,75,3,3,2,1,1,9,9,6,8,612468,847426,143650,230849,317261,772695,89272,32167,36277,91727,24312,87862,1
988771,29,2,1,2,9,4,7,-1,4,-2,327084,1736,878981,969913,653028,95729,77161,69861,48679,33644,63319,78006,1
526349,61,1,3,1,6,-2,8,8,7,8,333021,263791,872587,152163,941458,89557,78660,64475,11174,59227,32373,67158,0
713714,71,2,1,1,4,-2,5,9,9,2,363539,346426,-51724,688321,829149,105990,2628,2365,98229,5335,34544,77500,1
922495,53,3,2,2,6,5,-1,0,1,3,795990,586691,-70027,226430,797742,-63752,10849,19658,48683,78625,21543,8674,1
667917,22,3,1,2,3,3,1,6,3,9,649018,346655,229236,941106,702377,477436,41520,82836,31890,99082,61824,20773,0
834792,27,4,1,2,8,-1,8,-2,7,-2,725828,143834,446660,556118,755909,827569,53373,49030,12598,34339,48330,52189,1
747378,50,3,1,2,4,7,2,2,3,5,71190,530967,327154,676255,88544,731070,17249,94448,45854,37231,88680,57868,1
143272,30,3,2,1,6,7,7,0,0,2,867286,23015,465848,691293,947085,782417,28938,41236,41953,26433,70286,27064,1
777836,64,1,3,2,9,-2,3,0,6,2,762299,-43466,22763,269409,202377,489608,99317,49158,53609,25836,29528,16801,1
996001,26,1,3,2,1,0,4,-2,1,5,476156,555713,-71320,450677,11145,818241,11910,5685,50499,26544,79726,32503,1
712335,64,4,2,2,6,9,8,5,-2,5,863694,503287,-74742,800695,491708,-31385,57999,69182,59380,88140,64080,14336,1
817789,21,4,1,1,0,1,1,0,-1,6,337927,30556,734396,712821,593567,788052,17937,57290,24917,39712,91153,76173,1
653409,25,4,1,2,9,2,1,1,2,8,530960,469996,-54710,780359,416500,-73861,39109,99123,1396,49315,12316,81280,1
87505,60,2,1,2,8,8,2,2,5,1,620514,666386,345964,115763,378286,853968,33009,46805,69948,1132,21207,5254,1
12869,51,2,3,1,9,7,6,2,4,0,280191,585788,951123,236706,79140,362547,48116,90765,20958,98,98808,63623,1
791474,39,4,3,1,5,0,6,9,6,7,202793,-85795,-39123,6538,842258,-32983,90747,19813,85763,28845,3078,36175,1
464351,76,2,2,2,0,2,-2,-1,-2,8,490596,84003,644385,354413,996410,617062,9152,97281,52177,32493,94594,11606,1
322252,53,3,2,1,0,9,2,4,-1,-1,117500,837620,121135,859561,254612,431682,88790,23699,29360,51007,87182,49786,1
646584,69,4,3,2,0,4,2,3,7,-2,194851,445864,455814,-18466,464022,469005,14437,11843,39583,1258,66945,95965,1
628467,35,4,1,2,6,8,4,8,1,7,415629,435892,983808,226163,33142,649041,80775,72037,90974,58572,26273,47880,1
100272,44,2,1,1,7,6,5,4,4,2,767511,-66385,417322,988022,241847,187062,49099,46761,8103,90415,44650,15443,1
48467,31,1,1,1,0,2,0,7,-2,3,266732,-80121,-9388,683816,322342,628032,70724,34075,93523,63023,57123,34912,1
819760,26,4,1,1,3,1,-2,7,2,5,236967,199526,917357,528326,377272,-46227,35126,2196,11389,69141,51054,96411,0
887844,58,2,2,2,8,7,-1,0,-1,3,789257,-73507,91599,-41059,-90549,967986,91628,97660,44232,71384,97332,13472,1
490047,36,2,2,1,1,8,3,5,-1,-1,116822,107532,995249,-38062,197668,-11685,79992,77707,53277,22909,22598,24601,1
669347,64,1,3,2,-1,6,8,3,-1,5,211377,-86172,494249,742301,723656,354325,74737,38240,92804,78218,92844,3232,1
68871,30,4,2,1,9,5,3,4,6,2,773255,-63353,1527,624927,630839,844065,22804,94134,66397,26493,60207,39436,1
949903,25,1,1,2,9,2,8,6,8,0,59358,914433,749687,362153,-97740,685384,16574,97658,40193,11264,22472,9765,1
138391,42,3,3,2,0,6,2,5,7,3,377985,943349,-51201,207516,88792,508399,24746,56210,94881,97389,14111,88670,1
449430,46,1,2,1,2,8,8,5,2,9,751672,293201,438293,25492,-16586,158868,72100,87168,61086,19945,66488,72275,1
