age,gender,driving_experience,car_age,car_value,car_category,annual_mileage,traffic_violations,previous_accidents,urban_driving_percent,night_driving_percent,credit_score,married,children,has_garage,education_level,income_level,claim_occurred,claim_amount
70,male,44,5,50331,SUV,45688,1,0,82,48,360,0,0,1,high_school,131605,0,0.0
61,female,17,6,39626,sports,25448,0,2,55,80,622,0,1,1,high_school,125274,0,0.0
43,male,13,9,53503,SUV,4616,1,0,73,33,507,0,3,1,phd,21442,0,0.0
49,female,35,15,32549,sports,39173,0,0,47,28,647,1,0,0,bachelors,52012,0,0.0
23,female,35,7,17342,sports,32748,1,0,51,5,344,0,1,0,bachelors,196718,0,0.0
49,female,19,8,41417,sedan,29299,0,0,71,0,646,1,1,0,phd,166395,0,0.0
72,female,18,3,81514,sports,44237,2,1,0,54,668,1,1,0,phd,150351,0,0.0
21,female,44,7,57249,sports,42119,0,0,1,26,833,1,1,0,bachelors,88449,0,0.0
72,male,43,6,57664,SUV,12557,0,0,92,11,657,0,0,1,high_school,114144,0,0.0
28,male,6,14,13833,sports,39648,0,1,41,3,794,1,2,1,bachelors,54357,0,0.0
73,male,43,2,65658,sports,15096,0,0,73,79,359,1,1,1,bachelors,110270,0,0.0
76,female,3,16,34473,SUV,34781,1,0,8,51,597,0,2,0,high_school,21072,0,0.0
34,female,33,10,5737,truck,9743,1,0,30,10,358,0,0,0,high_school,25167,0,0.0
55,female,1,8,99965,sedan,8391,1,0,95,51,723,0,1,1,high_school,84091,0,0.0
41,female,4,4,51647,SUV,10355,0,0,1,83,530,0,1,1,high_school,85640,0,0.0
22,male,9,9,69054,sports,6247,1,0,23,25,747,1,2,1,masters,184801,0,0.0
69,male,31,14,6299,SUV,41286,0,0,42,27,667,0,1,1,high_school,20280,0,0.0
51,female,41,13,68281,truck,7290,0,2,69,71,328,0,2,0,bachelors,171012,0,0.0
23,female,40,3,70875,SUV,35076,0,0,71,65,576,0,0,0,bachelors,99641,0,0.0
39,female,12,19,37920,SUV,43452,2,0,88,89,678,0,3,0,high_school,148871,0,0.0
28,male,38,1,59836,SUV,26817,0,1,42,26,337,0,1,0,bachelors,71840,0,0.0
65,male,4,11,47381,SUV,46491,3,0,50,96,506,1,0,1,bachelors,185279,0,0.0
33,male,9,0,89971,sports,38595,0,0,88,54,588,1,1,1,masters,151245,0,0.0
50,female,9,19,61298,SUV,33827,0,0,45,70,792,0,1,1,masters,131344,0,0.0
26,female,37,4,29509,truck,27209,0,0,74,53,524,0,1,1,phd,180004,0,0.0
77,male,26,5,47095,SUV,40754,0,1,98,45,751,1,1,0,phd,23216,0,0.0
76,female,20,10,56524,SUV,33118,1,0,0,35,327,0,0,1,high_school,86100,0,0.0
23,male,7,7,71909,sports,44411,1,0,86,20,633,1,2,1,masters,32508,0,0.0
33,female,0,6,77618,sports,16216,1,1,66,48,672,1,1,0,phd,186507,0,0.0
46,male,27,3,30532,SUV,8860,0,0,0,33,600,1,2,1,bachelors,78706,0,0.0
20,female,48,5,65285,sports,14425,0,0,62,86,503,1,1,1,phd,98620,0,0.0
37,male,38,15,23866,sports,14806,1,1,75,33,678,0,1,0,high_school,84370,0,0.0
77,male,13,19,12593,SUV,48718,1,0,61,39,414,0,1,0,phd,40043,0,0.0
76,male,20,14,14495,sports,25911,0,0,60,6,319,0,0,1,high_school,163914,0,0.0
53,male,29,13,12837,sedan,26406,1,1,39,89,695,0,2,0,phd,198318,0,0.0
36,male,20,11,81708,sedan,35360,0,0,94,51,351,0,2,1,phd,76481,0,0.0
43,male,48,11,23680,sedan,15464,0,0,28,48,485,1,0,1,bachelors,156793,0,0.0
20,female,8,15,60476,sports,31587,1,0,34,80,652,1,0,1,bachelors,81309,0,0.0
36,female,16,14,35346,sedan,39865,0,0,91,94,413,0,1,0,bachelors,65283,0,0.0
37,female,4,12,28412,truck,7458,0,1,84,88,813,1,1,1,bachelors,94847,0,0.0
49,male,30,10,93399,sedan,10151,0,1,10,36,845,1,0,1,masters,86560,0,0.0
24,male,39,16,35804,truck,37934,0,1,89,61,581,1,0,1,phd,87762,0,0.0
69,female,37,14,70206,sports,7488,1,0,10,14,469,1,3,1,bachelors,38592,0,0.0
58,male,42,13,15934,sedan,25541,0,0,62,1,620,0,0,1,high_school,115769,0,0.0
50,male,18,9,35723,truck,22803,3,0,68,10,665,0,0,1,masters,79305,0,0.0
57,male,35,11,25405,sports,44183,0,0,55,95,819,1,2,0,high_school,112204,0,0.0
56,male,49,15,23748,sedan,45776,1,0,6,93,409,1,0,0,bachelors,152762,0,0.0
35,male,32,14,75766,SUV,25718,0,0,50,16,843,0,3,0,phd,108882,0,0.0
57,female,12,9,51413,sedan,12170,1,0,94,87,842,0,0,0,phd,137787,0,0.0
18,female,13,3,27354,sedan,18430,0,1,38,44,623,0,0,1,phd,175859,1,1265.7089652417308
28,female,32,8,79490,sedan,48284,0,2,41,67,311,0,0,1,bachelors,133566,0,0.0
45,female,28,19,93675,SUV,10260,1,0,71,60,322,1,0,0,high_school,121380,0,0.0
74,female,42,8,22388,truck,8636,1,0,52,45,460,1,0,0,phd,28391,0,0.0
42,male,48,19,41523,truck,37955,0,0,90,31,563,1,1,0,high_school,145593,0,0.0
67,male,35,10,62693,SUV,37108,0,0,20,18,679,0,2,0,bachelors,189593,0,0.0
40,male,43,10,40732,sedan,39945,0,0,29,66,379,1,0,1,phd,23259,0,0.0
48,male,9,6,46646,sedan,16941,1,0,77,3,570,0,2,0,masters,122701,0,0.0
47,female,30,9,26021,sedan,4435,1,0,0,24,724,1,1,1,bachelors,180490,0,0.0
59,female,5,3,98238,truck,29355,0,0,23,72,735,1,0,1,masters,146988,0,0.0
52,female,0,4,57776,truck,8300,0,1,5,20,377,0,1,1,bachelors,85225,0,0.0
24,male,6,4,24116,SUV,46437,1,0,5,86,823,0,4,0,masters,151443,0,0.0
77,female,26,10,77009,sports,23183,0,0,68,92,410,1,0,0,bachelors,72572,0,0.0
33,male,20,8,93271,SUV,34733,1,0,61,93,751,1,0,0,high_school,68391,0,0.0
43,female,27,15,81620,truck,8444,0,0,34,88,713,1,0,1,high_school,107465,0,0.0
65,female,15,8,49771,sedan,26755,1,0,78,92,559,0,2,0,phd,45588,0,0.0
74,male,45,3,33756,sedan,44394,0,0,34,97,650,0,1,1,phd,87685,0,0.0
69,male,22,1,87604,sedan,24062,0,0,47,13,483,0,1,1,phd,183520,0,0.0
77,female,19,13,99452,sedan,15610,1,0,71,21,474,0,1,1,bachelors,127912,0,0.0
66,female,37,2,7919,sports,1500,1,0,42,47,685,1,1,1,phd,119971,0,0.0
19,male,24,17,28550,SUV,5554,0,0,34,50,571,0,0,0,bachelors,101248,0,0.0
18,female,27,5,41524,SUV,26545,0,0,4,79,485,1,4,1,masters,133974,0,0.0
65,female,4,10,59606,truck,47059,0,0,30,10,466,0,0,1,masters,65929,0,0.0
79,male,20,17,73819,SUV,7771,1,1,30,58,442,1,1,1,bachelors,132115,0,0.0
29,female,17,11,75227,sports,18499,0,0,7,13,792,0,1,1,masters,67942,0,0.0
22,male,46,4,28212,sports,4932,1,0,5,6,371,1,1,0,high_school,94806,0,0.0
54,female,5,8,45118,sports,27055,4,1,86,68,643,0,0,1,high_school,103256,0,0.0
49,male,28,19,33602,sedan,38202,3,0,52,57,798,1,1,1,bachelors,146136,0,0.0
76,female,18,17,22540,truck,28700,2,0,79,39,446,0,1,1,high_school,153542,0,0.0
72,male,32,18,40829,sports,4567,0,0,43,92,800,1,2,0,masters,123067,0,0.0
26,female,0,2,61309,SUV,2658,0,0,48,80,637,0,0,0,phd,32953,0,0.0
58,male,44,8,70403,SUV,43836,1,0,7,93,384,0,0,0,phd,61464,0,0.0
52,female,2,3,76455,SUV,47929,0,0,63,24,442,1,0,1,bachelors,180097,0,0.0
36,female,41,16,27277,sports,41712,1,0,3,77,610,1,0,0,high_school,190005,0,0.0
65,female,20,16,64673,sports,27627,0,0,31,41,668,0,1,1,phd,51374,0,0.0
33,female,34,1,22676,SUV,39568,0,0,52,85,740,0,5,0,phd,78513,0,0.0
20,female,40,8,47844,sports,21760,0,1,66,43,366,0,3,0,phd,148266,0,0.0
37,female,39,8,69708,SUV,30985,0,0,62,4,833,0,1,1,bachelors,160258,0,0.0
41,female,2,4,14752,sedan,15408,0,0,79,27,640,0,1,0,high_school,102307,0,0.0
71,female,24,14,86548,sports,30832,0,1,59,75,401,0,1,0,high_school,61263,0,0.0
73,female,44,14,79711,sedan,41785,1,0,97,99,613,0,1,1,phd,110194,0,0.0
50,male,37,2,45670,sedan,36583,0,0,76,59,409,1,2,1,high_school,58447,0,0.0
41,male,44,18,72603,sports,34738,0,0,32,76,731,1,0,1,high_school,175467,0,0.0
69,female,19,2,36478,SUV,25204,0,0,21,20,641,1,1,0,phd,191706,0,0.0
28,male,43,5,31439,truck,14285,2,0,30,95,478,1,2,1,bachelors,126979,0,0.0
66,female,44,3,39747,sedan,33975,0,0,23,48,433,0,0,1,phd,101839,0,0.0
25,female,33,12,34810,sports,17643,0,0,2,55,329,0,1,0,high_school,69518,0,0.0
53,male,20,12,23302,sedan,6025,1,0,32,56,772,0,0,1,high_school,125077,0,0.0
55,female,47,10,71236,SUV,38126,1,1,93,84,684,0,0,0,high_school,58582,0,0.0
57,female,22,4,69467,sports,17888,1,0,25,60,308,0,0,1,bachelors,173179,0,0.0
37,male,5,0,39841,truck,46258,1,1,97,37,435,0,4,1,high_school,162979,1,1772.7579563605543
79,male,12,8,49713,sports,35527,1,0,50,72,589,1,0,1,high_school,102398,0,0.0
52,female,48,16,54546,sedan,24898,0,0,85,1,342,0,2,0,high_school,191835,0,0.0
65,male,22,0,8048,sports,48069,1,2,29,2,404,0,1,1,bachelors,141177,0,0.0
79,male,8,2,38290,sports,15387,0,1,34,42,330,0,2,1,phd,185762,0,0.0
42,female,16,14,63906,sedan,47435,0,2,24,73,518,0,1,0,high_school,63750,0,0.0
52,male,1,9,81637,truck,4794,0,1,27,34,412,0,2,1,high_school,120230,0,0.0
42,male,18,7,34778,SUV,4590,0,0,96,72,559,0,1,1,bachelors,126707,0,0.0
46,female,18,11,32425,sports,15698,1,1,86,39,311,0,0,0,masters,106928,0,0.0
35,male,6,14,88388,truck,13332,0,0,25,95,770,1,2,0,bachelors,84379,1,2506.9575711572843
63,male,41,8,95036,SUV,40738,0,0,72,84,639,1,1,1,masters,177775,0,0.0
35,female,41,9,63176,sedan,10593,0,1,7,57,545,1,1,1,masters,105785,0,0.0
19,female,19,19,17674,truck,31107,0,0,96,33,549,1,1,0,masters,102197,0,0.0
71,female,8,8,67402,truck,32490,0,0,14,24,808,0,1,0,masters,157614,0,0.0
52,male,16,14,93731,sports,37097,0,1,48,55,603,1,0,0,masters,96287,0,0.0
33,female,26,0,94907,sedan,12036,0,2,7,31,812,1,0,1,bachelors,119897,0,0.0
78,female,46,1,38053,sports,29561,1,0,54,21,660,0,1,1,high_school,26475,0,0.0
58,male,1,18,16957,sedan,15372,0,0,84,88,343,1,0,0,bachelors,110278,0,0.0
53,female,35,13,77644,SUV,35860,0,0,57,64,618,0,0,0,phd,24994,0,0.0
50,female,18,7,58616,sports,20351,1,0,2,99,788,1,0,1,bachelors,51163,0,0.0
21,female,16,5,22829,sedan,31327,1,1,8,20,593,1,2,1,high_school,158932,1,730.7184748006027
50,female,4,11,10837,sedan,19059,0,0,13,79,808,1,0,0,high_school,62422,0,0.0
31,male,38,14,69141,truck,28188,2,0,90,95,820,0,1,0,phd,45089,0,0.0
38,female,17,13,20032,sports,34055,0,0,19,20,625,0,0,0,phd,130275,0,0.0
65,female,6,0,31352,sports,3316,0,0,3,27,552,1,2,0,bachelors,192438,0,0.0
37,male,16,10,35215,SUV,17259,2,0,23,18,607,1,3,1,bachelors,101277,0,0.0
73,female,38,2,61319,sedan,36606,0,1,90,13,622,0,3,0,phd,176630,0,0.0
25,male,35,18,79642,truck,12829,0,0,75,86,335,0,0,1,phd,192743,0,0.0
24,male,39,17,46247,sedan,9137,0,0,27,23,590,1,1,0,bachelors,68553,0,0.0
20,male,44,19,99302,sedan,25502,0,0,98,19,841,1,1,0,phd,165003,0,0.0
34,female,3,1,48048,sedan,28204,1,0,87,31,788,1,2,1,phd,90795,0,0.0
50,male,37,6,80532,sports,2265,0,0,30,73,535,1,0,0,bachelors,65256,0,0.0
65,male,24,7,71714,sedan,36751,1,1,66,51,684,0,1,0,high_school,130154,0,0.0
29,male,4,18,40319,SUV,23285,0,0,93,64,660,1,3,1,phd,30476,0,0.0
76,female,29,14,21025,truck,25315,0,0,63,94,555,0,0,0,masters,178174,0,0.0
68,female,11,9,14780,truck,48457,0,1,90,51,658,0,1,1,phd,152608,0,0.0
39,female,3,0,27706,sedan,47875,1,1,16,57,842,0,1,1,bachelors,21890,1,2481.13560501515
72,female,23,5,47916,truck,41911,0,0,5,78,324,0,1,1,masters,83029,0,0.0
39,female,28,12,80503,sedan,41798,0,1,81,94,300,0,0,1,masters,198986,0,0.0
63,female,8,13,35856,sports,46890,0,0,59,91,657,0,3,0,phd,146862,0,0.0
47,female,3,2,14179,truck,44420,0,0,98,9,417,0,2,1,bachelors,98342,0,0.0
55,male,23,10,43623,sports,34379,0,2,90,69,778,0,2,1,bachelors,37135,0,0.0
55,male,13,2,22587,sports,37291,0,0,80,14,758,0,1,1,phd,156965,0,0.0
62,male,4,18,28733,SUV,28152,0,0,10,46,412,1,1,0,high_school,84275,0,0.0
68,male,17,9,93306,SUV,6424,0,0,37,90,494,0,0,1,masters,130423,0,0.0
71,female,41,14,8975,truck,10939,3,0,33,9,319,1,0,1,bachelors,81411,0,0.0
25,male,18,10,83455,sedan,31253,1,0,46,20,585,0,0,0,bachelors,56389,0,0.0
44,male,11,14,80138,sedan,35396,1,0,31,18,757,0,2,1,phd,98525,0,0.0
44,male,17,12,50463,sedan,14176,1,1,56,67,747,1,0,0,phd,130338,0,0.0
51,male,16,4,47154,sedan,8907,1,0,45,21,384,0,0,1,high_school,52779,0,0.0
38,female,29,3,80676,SUV,4372,2,0,34,62,573,0,1,0,phd,155339,0,0.0
47,female,23,12,91706,sedan,28572,0,0,91,37,702,1,1,1,bachelors,56366,0,0.0
50,female,10,8,33830,sedan,25592,0,1,21,14,552,1,2,0,masters,170901,0,0.0
45,male,34,16,77126,sports,14102,0,0,15,69,664,0,3,0,bachelors,119422,0,0.0
64,female,22,1,51745,sedan,43557,0,0,75,74,559,0,2,1,bachelors,132884,0,0.0
50,male,16,4,35609,sedan,26642,0,1,4,43,733,1,1,0,phd,22004,0,0.0
22,female,0,15,22401,SUV,4139,1,0,89,29,421,0,1,0,high_school,77681,0,0.0
77,female,14,6,32729,truck,12643,1,0,25,23,816,0,1,1,masters,179663,0,0.0
78,female,31,0,50167,sports,19643,2,0,76,85,842,0,1,0,phd,116982,0,0.0
65,female,8,11,99181,sports,36018,1,1,23,93,818,1,2,0,masters,123970,0,0.0
36,female,14,10,62391,truck,39889,2,0,66,45,311,0,1,0,phd,92145,1,8828.487938596034
21,male,27,11,99583,sports,29780,0,0,31,3,309,1,1,0,masters,144938,0,0.0
52,female,23,18,63171,sedan,41949,0,1,22,5,456,0,3,0,bachelors,180534,0,0.0
66,male,34,11,93096,sedan,49071,2,1,48,37,440,0,1,0,bachelors,148080,0,0.0
34,male,21,11,11647,truck,17667,1,2,61,25,436,0,0,1,phd,31845,0,0.0
61,male,26,13,26106,SUV,31632,1,0,76,18,699,1,1,0,phd,125431,0,0.0
45,male,18,1,11015,SUV,39493,0,0,78,1,742,1,1,0,bachelors,104337,0,0.0
47,male,44,1,26506,sports,49352,0,1,65,67,741,1,0,0,phd,171516,0,0.0
46,female,11,3,29067,SUV,30408,1,0,10,68,566,0,0,1,masters,72219,0,0.0
63,female,19,19,7056,SUV,25302,0,0,79,46,812,0,0,1,masters,134163,0,0.0
70,female,0,15,34328,SUV,22621,2,0,17,98,576,1,2,0,phd,21691,0,0.0
23,female,20,9,82712,SUV,14219,0,0,97,28,655,1,1,1,masters,36271,0,0.0
52,male,48,12,57832,SUV,42562,0,1,9,63,392,1,0,0,masters,93154,0,0.0
77,female,44,1,47771,SUV,26939,1,0,76,79,435,0,0,1,bachelors,187241,0,0.0
58,female,0,2,91805,SUV,47880,1,0,95,11,410,0,1,1,high_school,94392,0,0.0
54,male,9,18,51515,sports,45312,0,0,59,84,343,1,1,1,masters,198531,0,0.0
41,male,46,5,69538,sedan,37843,0,1,7,72,510,0,1,1,phd,185358,0,0.0
46,female,31,18,73650,SUV,13778,1,0,70,10,642,0,0,0,high_school,83791,0,0.0
66,female,38,19,83978,sedan,39930,1,0,47,7,658,1,1,0,masters,145270,0,0.0
63,male,21,18,45151,truck,30870,1,0,80,59,660,0,0,0,high_school,153297,0,0.0
70,female,17,7,6629,sedan,41404,0,0,40,25,630,1,2,1,high_school,199218,0,0.0
48,female,47,13,88463,truck,23121,2,0,90,31,710,1,1,0,high_school,103913,0,0.0
52,female,45,9,94432,sports,41770,0,0,7,38,807,1,3,1,bachelors,82794,0,0.0
77,female,31,2,33155,sedan,47221,0,0,92,3,531,1,1,0,high_school,37669,0,0.0
50,male,26,5,23288,truck,31158,1,0,36,97,469,1,1,1,bachelors,118690,0,0.0
69,male,27,14,55588,sedan,24456,2,0,90,91,703,0,2,0,phd,86789,0,0.0
78,male,17,17,91951,sports,48401,2,0,36,88,533,1,0,0,phd,79978,0,0.0
38,female,38,13,41085,sedan,13992,0,1,63,43,819,1,1,0,high_school,189660,0,0.0
49,female,48,18,16251,truck,45894,1,0,58,98,601,0,2,0,bachelors,144015,0,0.0
40,female,28,9,30574,SUV,26390,0,0,87,82,399,0,2,0,masters,182154,1,5146.765299593928
50,female,17,14,14623,SUV,46858,0,0,44,34,552,1,1,1,phd,173775,0,0.0
20,female,43,3,91472,SUV,17756,0,0,15,50,607,1,1,1,masters,192439,0,0.0
35,male,7,1,59715,sports,22971,1,1,25,50,686,1,2,0,high_school,126672,0,0.0
42,female,30,2,11123,SUV,8071,0,2,30,28,422,1,0,1,bachelors,134137,0,0.0
59,female,33,6,8061,sports,28574,1,1,26,77,431,0,1,0,masters,87287,0,0.0
48,male,6,15,44095,SUV,47517,1,0,89,84,535,1,1,1,bachelors,174343,0,0.0
71,female,35,9,64618,sports,20275,1,1,42,35,520,1,1,0,phd,123299,0,0.0
75,male,17,18,33451,sports,45751,0,0,14,77,361,1,1,0,phd,199809,1,4748.061412998277
20,male,37,16,86897,sedan,7586,1,0,57,59,702,1,1,0,bachelors,125259,0,0.0
57,male,8,18,86443,SUV,20703,2,0,48,14,470,0,2,0,phd,89404,0,0.0
63,male,8,4,39814,sedan,27765,1,0,78,50,775,0,1,1,phd,151353,0,0.0
41,male,45,19,90141,truck,11641,0,1,86,49,313,1,2,1,phd,195570,0,0.0
67,female,7,12,81868,SUV,37735,1,1,24,93,569,1,2,1,masters,192500,0,0.0
49,male,34,12,42832,SUV,1822,1,0,67,54,353,1,0,1,phd,185074,0,0.0
64,male,17,10,14445,SUV,33989,1,0,35,11,712,0,0,0,bachelors,76446,0,0.0
39,female,4,10,38490,SUV,40648,0,0,79,49,430,1,1,1,phd,98845,0,0.0
40,female,13,15,34767,sedan,13129,1,0,46,61,816,0,2,1,bachelors,24391,0,0.0
19,male,27,14,51057,sedan,16543,1,1,58,4,600,0,3,0,bachelors,59525,0,0.0
44,female,29,16,85746,sports,26963,0,0,84,26,726,1,0,1,masters,115250,0,0.0
59,female,3,17,94695,sedan,37656,1,0,51,78,415,0,1,0,bachelors,49325,0,0.0
19,male,38,18,78100,sports,30665,0,0,39,89,535,0,2,1,masters,183106,0,0.0
43,male,19,3,46043,truck,14499,2,0,42,8,312,1,3,1,bachelors,104817,0,0.0
34,female,24,4,91755,sedan,11352,0,0,55,34,517,1,2,0,bachelors,89467,0,0.0
57,male,27,6,32946,sports,20654,4,1,80,12,628,0,1,0,masters,49842,0,0.0
50,male,11,1,41587,SUV,11117,2,0,2,43,367,0,0,1,masters,90744,0,0.0
26,female,1,0,8364,truck,22077,0,0,70,45,690,0,0,0,bachelors,143726,0,0.0
60,male,42,11,74854,sports,46540,0,0,11,96,391,1,0,0,bachelors,192271,0,0.0
71,male,13,9,61088,truck,4993,1,0,64,97,403,0,1,1,high_school,62864,0,0.0
65,male,21,7,82015,SUV,19982,0,1,42,67,725,1,1,1,bachelors,131490,0,0.0
56,male,30,0,12398,SUV,35434,0,0,69,76,603,0,0,1,masters,80246,0,0.0
46,male,22,11,7452,sports,17312,0,0,45,73,678,1,4,1,bachelors,62732,1,2983.0465170835114
59,female,47,1,92208,sports,45041,0,0,59,52,647,0,1,1,high_school,63659,0,0.0
72,female,19,9,38193,SUV,15338,1,2,60,0,474,0,2,1,bachelors,94847,0,0.0
43,male,37,16,84401,sports,31173,3,1,48,10,691,1,3,1,phd,186898,0,0.0
52,female,3,2,30345,SUV,38525,0,0,86,49,704,1,1,0,high_school,44757,1,1717.487844206652
67,male,14,6,90895,sedan,27690,0,1,24,8,387,0,1,1,masters,92417,1,2977.010035767273
42,male,23,11,79335,sports,28328,0,0,88,37,548,0,2,1,phd,32480,0,0.0
41,male,24,7,64196,truck,12360,1,0,2,86,665,0,1,1,masters,170665,0,0.0
30,male,0,19,28053,SUV,39883,0,0,67,12,388,0,2,1,bachelors,141201,0,0.0
77,male,6,11,88220,sedan,39205,2,1,62,4,755,1,0,0,high_school,109882,0,0.0
75,female,30,2,10015,sports,23625,1,0,29,24,714,0,2,1,masters,36876,0,0.0
24,female,11,16,13657,SUV,43040,0,0,96,9,754,1,1,0,bachelors,162179,0,0.0
74,male,41,8,56116,sedan,45894,0,0,92,4,810,1,3,1,masters,55680,0,0.0
53,female,4,9,26951,sports,32850,1,0,3,21,474,1,0,1,phd,167267,0,0.0
62,male,43,5,31521,SUV,17471,0,0,77,41,508,1,2,0,bachelors,199604,0,0.0
37,female,49,0,59431,SUV,40883,1,0,84,88,612,1,1,0,high_school,146099,0,0.0
18,male,41,11,15731,SUV,28276,3,1,70,19,670,1,1,0,bachelors,157872,0,0.0
25,female,37,4,23744,sports,3703,0,0,20,27,612,0,0,0,masters,127821,0,0.0
63,male,11,12,68094,sedan,12151,2,0,70,20,803,0,2,1,bachelors,68033,0,0.0
33,male,38,14,23423,SUV,27998,0,1,0,10,385,1,0,1,masters,195625,0,0.0
31,female,17,10,22568,sedan,5147,0,0,59,92,565,0,0,0,high_school,151192,0,0.0
29,female,1,7,52411,sedan,35515,1,0,33,68,519,1,0,1,masters,123357,0,0.0
68,male,9,4,8934,truck,9232,0,0,86,36,594,1,1,1,phd,84738,0,0.0
40,female,14,1,81945,sedan,16151,1,0,2,48,805,1,0,1,masters,171462,0,0.0
32,male,29,11,13172,sedan,11330,1,1,17,68,462,0,1,0,high_school,185693,0,0.0
45,female,43,1,32358,sedan,12276,0,1,42,32,426,0,1,1,phd,73326,0,0.0
51,female,16,15,71313,sedan,19535,0,0,75,44,416,0,1,1,high_school,76665,0,0.0
19,male,3,2,24763,sedan,37705,0,0,77,99,705,1,0,1,bachelors,173111,0,0.0
49,female,6,9,53673,sports,40654,0,0,40,7,655,0,1,1,high_school,155988,0,0.0
40,female,40,18,90997,truck,44050,0,1,91,5,521,1,0,0,phd,135427,0,0.0
39,male,30,7,72975,SUV,33976,0,1,23,14,675,1,1,1,masters,73536,0,0.0
68,female,38,6,12804,truck,1599,1,0,23,14,613,0,0,0,bachelors,107876,0,0.0
42,male,33,0,52594,truck,4709,2,1,2,8,449,1,0,1,high_school,135559,0,0.0
75,male,5,11,83748,SUV,25110,0,0,58,60,535,1,1,0,masters,46573,0,0.0
79,male,49,4,92189,sedan,6723,0,0,57,55,467,1,0,0,high_school,134093,0,0.0
78,male,37,15,92507,SUV,47772,0,1,72,4,794,1,0,1,masters,145027,0,0.0
39,male,44,3,72525,sedan,43536,0,2,23,25,711,1,0,1,high_school,130168,0,0.0
75,female,33,16,78404,SUV,28394,0,0,65,86,368,0,0,0,bachelors,126337,0,0.0
75,male,43,1,29604,sports,11316,1,0,39,79,566,1,2,1,bachelors,49958,0,0.0
39,male,14,11,27135,truck,23622,0,0,91,56,449,1,1,1,bachelors,109950,0,0.0
66,female,13,0,42918,sedan,25844,0,0,70,34,824,0,0,1,masters,44947,0,0.0
69,female,5,11,55849,truck,41740,1,0,8,9,681,0,0,0,bachelors,71004,0,0.0
59,female,49,11,35847,sedan,22162,1,0,59,90,673,1,0,1,bachelors,94271,0,0.0
23,male,36,11,48774,SUV,29833,1,0,38,79,805,0,2,0,bachelors,131316,0,0.0
32,male,49,18,65709,SUV,18206,2,1,32,20,536,1,2,1,masters,151568,0,0.0
71,male,31,16,15680,SUV,25501,0,1,33,11,624,0,1,1,bachelors,68186,0,0.0
60,female,2,19,60037,sports,49314,0,0,61,8,549,0,0,0,phd,144040,0,0.0
77,male,2,10,63914,SUV,11291,1,0,84,15,750,0,2,1,bachelors,94187,0,0.0
54,female,21,12,31309,SUV,45562,0,1,60,72,721,1,0,0,high_school,26877,0,0.0
50,male,21,7,15349,sports,12659,0,0,92,92,515,0,1,0,masters,86967,0,0.0
25,female,9,9,80079,truck,26226,0,0,26,53,320,0,0,1,bachelors,157462,0,0.0
70,male,2,7,65820,truck,41751,1,0,16,22,604,0,0,0,bachelors,127829,0,0.0
77,male,11,19,79996,sedan,7500,0,0,59,38,652,1,1,1,bachelors,44056,0,0.0
61,male,28,7,39553,truck,2634,0,0,41,87,744,0,0,1,high_school,191384,0,0.0
61,female,47,8,33525,sedan,15059,0,0,46,21,565,0,0,1,high_school,57141,0,0.0
22,female,16,6,10948,sedan,5814,0,0,86,54,467,0,1,1,high_school,142338,0,0.0
56,male,6,13,19498,truck,5076,0,0,52,30,357,0,0,0,bachelors,174899,0,0.0
21,male,12,1,23991,truck,42158,0,0,20,73,623,0,1,0,masters,185156,0,0.0
23,male,1,10,95510,sports,39210,0,1,7,46,565,0,1,1,masters,174751,1,10490.749682660877
62,female,3,7,64790,sedan,26931,3,0,72,26,361,0,0,0,high_school,57170,0,0.0
49,male,9,12,12660,truck,33007,1,2,96,97,388,1,0,0,bachelors,98920,0,0.0
69,male,38,14,31245,truck,23744,0,0,57,47,715,1,0,0,masters,94100,0,0.0
47,male,23,2,5238,sports,31396,0,1,67,38,375,0,2,1,bachelors,176373,0,0.0
64,male,16,13,24920,truck,24083,2,1,62,87,704,1,1,0,phd,118737,1,3150.5676916473726
52,female,5,14,51659,SUV,37273,0,1,58,20,664,0,3,1,high_school,62703,1,7294.875791379042
72,female,18,1,79874,SUV,26276,2,1,81,14,684,0,0,1,high_school,124257,0,0.0
57,male,4,18,47517,sedan,1502,0,1,95,80,308,0,2,0,phd,36123,0,0.0
69,male,31,11,80885,sports,13756,0,0,29,44,814,1,0,1,bachelors,103313,0,0.0
33,female,9,19,51350,truck,15262,0,0,24,18,668,1,1,0,masters,108924,0,0.0
30,female,8,3,82179,sedan,49909,2,1,96,52,608,1,2,1,masters,198698,0,0.0
67,male,26,2,33274,truck,11605,0,0,98,88,469,0,4,1,phd,104661,0,0.0
77,female,12,4,50013,SUV,41707,2,0,55,54,446,1,1,0,high_school,132700,0,0.0
59,female,18,2,44913,truck,23416,0,1,33,85,817,1,2,0,bachelors,190466,0,0.0
47,male,20,14,50819,truck,38487,2,0,49,48,379,0,0,0,phd,72403,1,6655.220517631436
36,female,23,18,87168,truck,41516,1,0,1,77,751,0,0,1,phd,173210,0,0.0
34,female,37,1,97680,SUV,28543,2,1,76,60,765,0,1,1,high_school,69173,0,0.0
73,male,3,11,82857,SUV,32280,1,0,52,59,711,0,3,0,masters,96526,0,0.0
36,male,23,4,99792,sports,3870,2,0,40,91,594,0,3,0,bachelors,84203,1,1238.6248572996333
45,female,34,16,69910,SUV,5758,1,0,22,75,429,0,0,1,bachelors,162333,0,0.0
